gene_id	ENSGID	count_samples_type	ID	count_samples	range	project_id	sample_type	sample_count	gene_id	min	q1	q2	q3	max	avg	q3-q1	SD	CV	gene_symbol	times	Sampletype	ID	count_samples	range	project_id	sample_type	sample_count	gene_id	min	q1	q2	q3	max	avg	q3-q1	SD	CV	gene_symbol	times	Sampletype	
6909	ENSG00000185303	2	TCGA-LUSC_avg_Primary_Tumor	502	386.38138	TCGA-LUSC	Primary_Tumor	502	6909	0.0	5.354075	78.735901	439.30203	5388.9321	386.38138	433.94794	720.58533	1.864958735848	COLEC5;PSAP;PSP-A;PSPA;SFTP1;SFTPA2B;SP-2A;SP-A;SPA2;SPAII;SFTPA2;	1	Solid_Tissue_Normal,6000-<7000;	TCGA-LUSC_avg_Solid_Tissue_Normal	49	6000-<7000	TCGA-LUSC	Solid_Tissue_Normal	49	6909	581.61401	5533.9741	6572.71	8248.1953	13261.972	6955.0581	2714.2212	2680.5581	0.38541131669339	COLEC5;PSAP;PSP-A;PSPA;SFTP1;SFTPA2B;SP-2A;SP-A;SPA2;SPAII;SFTPA2;	1	Solid_Tissue_Normal,6000-<7000;
48975	ENSG00000168484	2	TCGA-LUSC_avg_Primary_Tumor	502	109.04711	TCGA-LUSC	Primary_Tumor	502	48975	0.0	0.29087499	4.54145	52.491199	4817.7363	109.04711	52.200325	357.14764	3.2751683194539	BRICD6;PSP-C;SFTP2;SMDP2;SP-C;SFTPC;	1	Solid_Tissue_Normal,6000-<7000;	TCGA-LUSC_avg_Solid_Tissue_Normal	49	6000-<7000	TCGA-LUSC	Solid_Tissue_Normal	49	48975	1651.6832	4388.5747	6674.3057	8526.9014	12426.192	6643.2729	4138.3267	2622.0576	0.3946936456577	BRICD6;PSP-C;SFTP2;SMDP2;SP-C;SFTPC;	1	Solid_Tissue_Normal,6000-<7000;
57761	ENSG00000122852	2	TCGA-LUSC_avg_Primary_Tumor	502	304.55795	TCGA-LUSC	Primary_Tumor	502	57761	0.0	3.1524999	57.702049	302.42944	4957.0732	304.55795	299.27695	591.38562	1.9417835587611	COLEC4;PSAP;PSP-A;PSPA;SFTP1;SFTPA1B;SP-A;SP-A1;SPA;SPA1;SFTPA1;	1	Solid_Tissue_Normal,6000-<7000;	TCGA-LUSC_avg_Solid_Tissue_Normal	49	6000-<7000	TCGA-LUSC	Solid_Tissue_Normal	49	57761	859.54138	4644.9702	6199.625	8364.8125	12958.281	6643.9185	3719.8423	2447.6169	0.36839959731595	COLEC4;PSAP;PSP-A;PSPA;SFTP1;SFTPA1B;SP-A;SP-A1;SPA;SPA1;SFTPA1;	1	Solid_Tissue_Normal,6000-<7000;
9153	ENSG00000171401	2	TCGA-BLCA_avg_Primary_Tumor	414	497.3793	TCGA-BLCA	Primary_Tumor	414	9153	0.0	3.6533251	50.80685	584.19305	9168.7285	497.3793	580.53967	962.72473	1.9355946859871	CK13;K13;WSN2;KRT13;	1	Solid_Tissue_Normal,1000-<2000;	TCGA-BLCA_avg_Solid_Tissue_Normal	19	1000-<2000	TCGA-BLCA	Solid_Tissue_Normal	19	9153	0.0109	20.262449	632.65747	1540.2639	12296.519	1905.9401	1520.0015	3524.3953	1.8491637276534	CK13;K13;WSN2;KRT13;	1	Solid_Tissue_Normal,1000-<2000;
30483	ENSG00000163631	2	TCGA-CHOL_avg_Primary_Tumor	36	1000-<2000	TCGA-CHOL	Primary_Tumor	36	30483	0.29539999	64.273048	726.51385	2370.1882	11994.265	1612.6892	2305.9153	2369.7319	1.4694287653194	HSA;PRO0883;PRO0903;PRO1341;ALB;	2	Primary_Tumor,1000-<2000;Solid_Tissue_Normal,>10000;	TCGA-CHOL_avg_Solid_Tissue_Normal	9	40881.664	TCGA-CHOL	Solid_Tissue_Normal	9	30483	28884.248	36147.391	39732.582	47989.895	56144.996	40881.664	11842.504	8653.71	0.21167704915338	HSA;PRO0883;PRO0903;PRO1341;ALB;	2	Primary_Tumor,1000-<2000;Solid_Tissue_Normal,>10000;
2039	ENSG00000145192	2	TCGA-CHOL_avg_Primary_Tumor	36	48.576344	TCGA-CHOL	Primary_Tumor	36	2039	0.0217	0.27322501	1.0445	19.542074	445.4017	48.576344	19.26885	105.40125	2.1698061509116	A2HS;AHS;APMR1;FETUA;HSGA;AHSG;	1	Solid_Tissue_Normal,1000-<2000;	TCGA-CHOL_avg_Solid_Tissue_Normal	9	1000-<2000	TCGA-CHOL	Solid_Tissue_Normal	9	2039	947.67908	1476.6614	1648.8949	1744.6127	2024.3483	1574.9011	267.95129	301.95511	0.19172956955837	A2HS;AHS;APMR1;FETUA;HSGA;AHSG;	1	Solid_Tissue_Normal,1000-<2000;
7005	ENSG00000110169	2	TCGA-CHOL_avg_Primary_Tumor	36	51.544785	TCGA-CHOL	Primary_Tumor	36	7005	0.15000001	0.61414999	2.2418001	21.53665	615.3833	51.544785	20.922501	118.91784	2.3070780099286	HX;HPX;	1	Solid_Tissue_Normal,1000-<2000;	TCGA-CHOL_avg_Solid_Tissue_Normal	9	1000-<2000	TCGA-CHOL	Solid_Tissue_Normal	9	7005	824.60522	1193.3124	1285.9807	1523.8843	1711.795	1282.7083	330.5719	287.18817	0.22389203375389	HX;HPX;	1	Solid_Tissue_Normal,1000-<2000;
42471	ENSG00000228278	2	TCGA-CHOL_avg_Primary_Tumor	36	105.95171	TCGA-CHOL	Primary_Tumor	36	42471	0.1006	3.12205	25.19985	169.03329	871.39581	105.95171	165.91125	168.91948	1.5943063118094	AGP-B;AGP-B';AGP2;ORM2;	1	Solid_Tissue_Normal,1000-<2000;	TCGA-CHOL_avg_Solid_Tissue_Normal	9	1000-<2000	TCGA-CHOL	Solid_Tissue_Normal	9	42471	730.19269	962.17682	1143.3119	1501.4336	2520.4155	1372.4266	539.25677	628.59894	0.45802007917946	AGP-B;AGP-B';AGP2;ORM2;	1	Solid_Tissue_Normal,1000-<2000;
42708	ENSG00000117601	2	TCGA-CHOL_avg_Primary_Tumor	36	97.414268	TCGA-CHOL	Primary_Tumor	36	42708	0.0285	0.20195	0.96214998	13.562725	2324.9175	97.414268	13.360775	389.71454	4.0005899341152	AT3;AT3D;ATIII;ATIII-R2;THPH7;SERPINC1;	1	Solid_Tissue_Normal,1000-<2000;	TCGA-CHOL_avg_Solid_Tissue_Normal	9	1000-<2000	TCGA-CHOL	Solid_Tissue_Normal	9	42708	1176.6952	1303.0392	1361.4415	1451.4093	1909.9418	1407.178	148.3701	218.39751	0.15520247616151	AT3;AT3D;ATIII;ATIII-R2;THPH7;SERPINC1;	1	Solid_Tissue_Normal,1000-<2000;
50214	ENSG00000171557	2	TCGA-CHOL_avg_Primary_Tumor	36	181.41911	TCGA-CHOL	Primary_Tumor	36	50214	0.0071	14.911125	116.4464	257.08026	1072.9625	181.41911	242.16914	222.42984	1.2260551823896	FGG;	1	Solid_Tissue_Normal,2000-<3000;	TCGA-CHOL_avg_Solid_Tissue_Normal	9	2000-<3000	TCGA-CHOL	Solid_Tissue_Normal	9	50214	941.2486	1969.4111	2022.9141	2745.1162	3870.1338	2206.7542	775.70508	874.34857	0.39621475287098	FGG;	1	Solid_Tissue_Normal,2000-<3000;
12369	ENSG00000257017	2	TCGA-CHOL_avg_Primary_Tumor	36	146.24185	TCGA-CHOL	Primary_Tumor	36	12369	3.8899999E-2	0.22385	1.7254	107.78987	1620.239	146.24185	107.56602	322.44473	2.204873160453	BP;HP2ALPHA2;HPA1S;HP;	1	Solid_Tissue_Normal,3000-<4000;	TCGA-CHOL_avg_Solid_Tissue_Normal	9	3000-<4000	TCGA-CHOL	Solid_Tissue_Normal	9	12369	1909.7709	2628.5698	2866.2161	3252.8147	5048.6372	3145.3169	624.24487	976.36719	0.31041933803236	BP;HP2ALPHA2;HPA1S;HP;	1	Solid_Tissue_Normal,3000-<4000;
34322	ENSG00000171560	2	TCGA-CHOL_avg_Primary_Tumor	36	213.09741	TCGA-CHOL	Primary_Tumor	36	34322	0.0129	19.900999	77.443352	321.03949	970.61682	213.09741	301.13849	255.36353	1.1983417818171	Fib2;FGA;	1	Solid_Tissue_Normal,3000-<4000;	TCGA-CHOL_avg_Solid_Tissue_Normal	9	3000-<4000	TCGA-CHOL	Solid_Tissue_Normal	9	34322	1802.912	3067.2134	3396.5015	4482.6997	6055.8838	3697.8215	1415.4863	1326.6569	0.35876715520206	Fib2;FGA;	1	Solid_Tissue_Normal,3000-<4000;
7937	ENSG00000171564	2	TCGA-CHOL_avg_Primary_Tumor	36	216.41055	TCGA-CHOL	Primary_Tumor	36	7937	4.7200002E-2	7.6507249	55.751202	327.01749	1477.1271	216.41055	319.36676	327.92532	1.5152926694193	HEL-S-78p;FGB;	1	Solid_Tissue_Normal,4000-<5000;	TCGA-CHOL_avg_Solid_Tissue_Normal	9	4000-<5000	TCGA-CHOL	Solid_Tissue_Normal	9	7937	1734.9926	3551.0981	3647.2114	4689.9819	7135.5039	4002.3425	1138.8838	1594.8304	0.39847424352114	HEL-S-78p;FGB;	1	Solid_Tissue_Normal,4000-<5000;
40493	ENSG00000091583	2	TCGA-CHOL_avg_Primary_Tumor	36	166.38159	TCGA-CHOL	Primary_Tumor	36	40493	1.9200001E-2	11.620525	31.42325	94.935577	1851.1882	166.38159	83.315048	358.68243	2.1557819588093	B2G1;B2GP1;BG;APOH;	1	Solid_Tissue_Normal,4000-<5000;	TCGA-CHOL_avg_Solid_Tissue_Normal	9	4000-<5000	TCGA-CHOL	Solid_Tissue_Normal	9	40493	3365.6243	3810.4106	4038.0938	4291.9551	4915.8105	4081.8445	481.54449	530.15497	0.12988122648964	B2G1;B2GP1;BG;APOH;	1	Solid_Tissue_Normal,4000-<5000;
32675	ENSG00000158874	2	TCGA-CHOL_avg_Primary_Tumor	36	312.27448	TCGA-CHOL	Primary_Tumor	36	32675	0.0	2.689425	9.3691998	242.5153	3293.1978	312.27448	239.82588	700.00122	2.2416216016115	Apo-AII;ApoA-II;apoAII;APOA2;	1	Solid_Tissue_Normal,5000-<6000;	TCGA-CHOL_avg_Solid_Tissue_Normal	9	5000-<6000	TCGA-CHOL	Solid_Tissue_Normal	9	32675	3408.5918	4782.374	5383.9829	6289.5996	8275.8145	5583.0107	1507.2256	1406.3889	0.25190510560906	Apo-AII;ApoA-II;apoAII;APOA2;	1	Solid_Tissue_Normal,5000-<6000;
42257	ENSG00000229314	2	TCGA-CHOL_avg_Primary_Tumor	36	476.47641	TCGA-CHOL	Primary_Tumor	36	42257	0.17030001	7.2146001	79.017899	672.61975	5862.8364	476.47641	665.40515	1018.1194	2.1367676943335	AGP-A;AGP1;HEL-S-153w;ORM;ORM1;	1	Solid_Tissue_Normal,5000-<6000;	TCGA-CHOL_avg_Solid_Tissue_Normal	9	5000-<6000	TCGA-CHOL	Solid_Tissue_Normal	9	42257	2434.5427	3286.9878	4274.793	6269.7588	8798.1787	5156.7524	2982.771	2274.5801	0.44108770861289	AGP-A;AGP1;HEL-S-153w;ORM;ORM1;	1	Solid_Tissue_Normal,5000-<6000;
20234	ENSG00000169344	2	TCGA-KICH_avg_Primary_Tumor	65	17.468096	TCGA-KICH	Primary_Tumor	65	20234	0.0	0.0135	8.5100003E-2	0.4289	1113.7971	17.468096	0.4154	138.10889	7.9063505261249	ADMCKD2;FJHN;HNFJ;HNFJ1;MCKD2;THGP;THP;UMOD;	1	Solid_Tissue_Normal,3000-<4000;	TCGA-KICH_avg_Solid_Tissue_Normal	24	3000-<4000	TCGA-KICH	Solid_Tissue_Normal	24	20234	14.4083	1820.5721	2991.5193	4678.1655	11464.525	3558.9692	2857.5935	2655.4795	0.74613725232576	ADMCKD2;FJHN;HNFJ;HNFJ1;MCKD2;THGP;THP;UMOD;	1	Solid_Tissue_Normal,3000-<4000;
6914	ENSG00000170477	2	TCGA-STAD_avg_Primary_Tumor	375	69.066551	TCGA-STAD	Primary_Tumor	375	6914	0.0	9.8000001E-3	3.1800002E-2	0.2025	9868.4883	69.066551	0.1927	644.05634	9.3251556748505	CK-4;CK4;CYK4;K4;WSN1;KRT4;	1	Solid_Tissue_Normal,1000-<2000;	TCGA-STAD_avg_Solid_Tissue_Normal	32	1000-<2000	TCGA-STAD	Solid_Tissue_Normal	32	6914	0.0	0.0	0.0196	5.9824999E-2	13942.851	1626.0227	5.9824999E-2	3957.6143	2.4339231549473	CK-4;CK4;CYK4;K4;WSN1;KRT4;	1	Solid_Tissue_Normal,1000-<2000;
9153	ENSG00000171401	2	TCGA-STAD_avg_Primary_Tumor	375	91.741615	TCGA-STAD	Primary_Tumor	375	9153	0.0	0.02025	6.9799997E-2	0.33285001	9896.0518	91.741615	0.31259999	750.15961	8.1768738211116	CK13;K13;WSN2;KRT13;	1	Solid_Tissue_Normal,1000-<2000;	TCGA-STAD_avg_Solid_Tissue_Normal	32	1000-<2000	TCGA-STAD	Solid_Tissue_Normal	32	9153	0.0	5.7000001E-3	0.0294	0.1135	11948.65	1470.8893	0.1078	3502.1648	2.3809846193048	CK13;K13;WSN2;KRT13;	1	Solid_Tissue_Normal,1000-<2000;
56889	ENSG00000163209	2	TCGA-STAD_avg_Primary_Tumor	375	107.45046	TCGA-STAD	Primary_Tumor	375	56889	0.0	0.0189	0.1265	1.33845	9312.3574	107.45046	1.31955	794.33307	7.3925516000583	SPRR3;	1	Solid_Tissue_Normal,1000-<2000;	TCGA-STAD_avg_Solid_Tissue_Normal	32	1000-<2000	TCGA-STAD	Solid_Tissue_Normal	32	56889	0.0	0.0	0.03035	0.25334999	17327.68	1931.9081	0.25334999	4722.5332	2.4444916401562	SPRR3;	1	Solid_Tissue_Normal,1000-<2000;
10610	ENSG00000184502	2	TCGA-STAD_avg_Primary_Tumor	375	22.340298	TCGA-STAD	Primary_Tumor	375	10610	0.0	0.03325	0.1881	1.0125	1937.7748	22.340298	0.97925001	139.03467	6.2234921843925	GAS;GAST;	1	Solid_Tissue_Normal,2000-<3000;	TCGA-STAD_avg_Solid_Tissue_Normal	32	2000-<3000	TCGA-STAD	Solid_Tissue_Normal	32	10610	0.0	0.0	0.1122	3.8134251	56739.648	2155.5391	3.8134251	10051.922	4.6632983832212	GAS;GAST;	1	Solid_Tissue_Normal,2000-<3000;
33523	ENSG00000182333	2	TCGA-STAD_avg_Primary_Tumor	375	288.2196	TCGA-STAD	Primary_Tumor	375	33523	0.0	0.0407	0.89179999	21.951349	38108.68	288.2196	21.91065	2169.1216	7.5259336977777	GL;HGL;HLAL;LIPF;	1	Solid_Tissue_Normal,3000-<4000;	TCGA-STAD_avg_Solid_Tissue_Normal	32	3000-<4000	TCGA-STAD	Solid_Tissue_Normal	32	33523	5.7999999E-3	0.58200002	96.012352	3229.5752	34619.031	3400.1606	3228.9932	7019.9312	2.0645881256315	GL;HGL;HLAL;LIPF;	1	Solid_Tissue_Normal,3000-<4000;
30421	ENSG00000169605	2	TCGA-STAD_avg_Primary_Tumor	375	285.53223	TCGA-STAD	Primary_Tumor	375	30421	0.0	6.8800002E-2	1.0487	18.9659	22562.762	285.53223	18.8971	1484.3677	5.1985994715903	AMP18;BRICD1;CA11;FOV;foveolin;GKN1;	1	Solid_Tissue_Normal,6000-<7000;	TCGA-STAD_avg_Solid_Tissue_Normal	32	6000-<7000	TCGA-STAD	Solid_Tissue_Normal	32	30421	0.0	4.1191502	2102.5923	6922.1855	59325.723	6086.8237	6918.0664	11492.796	1.8881434006377	AMP18;BRICD1;CA11;FOV;foveolin;GKN1;	1	Solid_Tissue_Normal,6000-<7000;
26157	ENSG00000205420	2	TCGA-ESCA_avg_Primary_Tumor	161	1000-<2000	TCGA-ESCA	Primary_Tumor	161	26157	3.8999999E-3	4.5756001	535.14441	2188.2441	6932.1416	1312.8381	2183.6685	1665.1522	1.26836066077	CK-6C;CK-6E;CK6A;CK6C;CK6D;K6A;K6C;K6D;KRT6C;KRT6D;PC3;KRT6A;	1	Primary_Tumor,1000-<2000;	TCGA-ESCA_avg_Solid_Tissue_Normal	11	810.54321	TCGA-ESCA	Solid_Tissue_Normal	11	26157	0.0	1.8449999E-2	16.566	41.611351	5789.5015	810.54321	41.592899	1878.6171	2.3177260346182	CK-6C;CK-6E;CK6A;CK6C;CK6D;K6A;K6C;K6D;KRT6C;KRT6D;PC3;KRT6A;	1	Primary_Tumor,1000-<2000;
6914	ENSG00000170477	2	TCGA-ESCA_avg_Primary_Tumor	161	358.17798	TCGA-ESCA	Primary_Tumor	161	6914	0.0	0.1266	1.3687	56.398998	13016.219	358.17798	56.2724	1453.7356	4.0586961822723	CK-4;CK4;CYK4;K4;WSN1;KRT4;	1	Solid_Tissue_Normal,1000-<2000;	TCGA-ESCA_avg_Solid_Tissue_Normal	11	1000-<2000	TCGA-ESCA	Solid_Tissue_Normal	11	6914	0.0	0.0101	4.1499998E-2	47.393749	17123.852	1709.8652	47.383652	5134.1006	3.0026347106193	CK-4;CK4;CYK4;K4;WSN1;KRT4;	1	Solid_Tissue_Normal,1000-<2000;
9153	ENSG00000171401	2	TCGA-ESCA_avg_Primary_Tumor	161	570.41016	TCGA-ESCA	Primary_Tumor	161	9153	0.0	0.56059998	10.6687	205.79649	12806.725	570.41016	205.2359	1680.869	2.9467725469687	CK13;K13;WSN2;KRT13;	1	Solid_Tissue_Normal,1000-<2000;	TCGA-ESCA_avg_Solid_Tissue_Normal	11	1000-<2000	TCGA-ESCA	Solid_Tissue_Normal	11	9153	0.0	0.01835	1.12	61.729198	13395.832	1428.9008	61.71085	4022.3047	2.8149642718375	CK13;K13;WSN2;KRT13;	1	Solid_Tissue_Normal,1000-<2000;
26188	ENSG00000169474	2	TCGA-ESCA_avg_Primary_Tumor	161	766.49365	TCGA-ESCA	Primary_Tumor	161	26188	0.0	2.4263	59.4053	659.99933	13921.938	766.49365	657.573	1644.239	2.145143668183	SPRK;SPRR1A;	1	Solid_Tissue_Normal,1000-<2000;	TCGA-ESCA_avg_Solid_Tissue_Normal	11	1000-<2000	TCGA-ESCA	Solid_Tissue_Normal	11	26188	0.0	0.31029999	6.5067	21.8894	6089.4731	1071.8721	21.5791	2371.2986	2.2122962245216	SPRK;SPRR1A;	1	Solid_Tissue_Normal,1000-<2000;
36408	ENSG00000186009	2	TCGA-ESCA_avg_Primary_Tumor	161	2.0776193	TCGA-ESCA	Primary_Tumor	161	36408	0.0	0.0077	0.0188	4.5299999E-2	267.09851	2.0776193	3.7599999E-2	21.140333	10.175267913616	ATP6B;ATP4B;	1	Solid_Tissue_Normal,1000-<2000;	TCGA-ESCA_avg_Solid_Tissue_Normal	11	1000-<2000	TCGA-ESCA	Solid_Tissue_Normal	11	36408	0.0	7.4499999E-3	674.26617	1688.922	3875.1396	1090.671	1688.9146	1317.2153	1.2077109412463	ATP6B;ATP4B;	1	Solid_Tissue_Normal,1000-<2000;
56889	ENSG00000163209	2	TCGA-ESCA_avg_Primary_Tumor	161	546.99463	TCGA-ESCA	Primary_Tumor	161	56889	0.0	0.85619998	18.1478	357.67001	12005.523	546.99463	356.81381	1473.9694	2.6946688672245	SPRR3;	1	Solid_Tissue_Normal,1000-<2000;	TCGA-ESCA_avg_Solid_Tissue_Normal	11	1000-<2000	TCGA-ESCA	Solid_Tissue_Normal	11	56889	0.0	0.02935	0.54570001	45.40395	11538.585	1485.3676	45.374599	3618.8284	2.4363183901413	SPRR3;	1	Solid_Tissue_Normal,1000-<2000;
59750	ENSG00000256713	2	TCGA-ESCA_avg_Primary_Tumor	161	5.1596427	TCGA-ESCA	Primary_Tumor	161	59750	0.0	0.0	0.0074	2.3399999E-2	726.45929	5.1596427	2.3399999E-2	57.344593	11.114062801287	Pg5;PGA5;	1	Solid_Tissue_Normal,1000-<2000;	TCGA-ESCA_avg_Solid_Tissue_Normal	11	1000-<2000	TCGA-ESCA	Solid_Tissue_Normal	11	59750	0.0	6.9200002E-2	441.2569	2275.6907	7089.0742	1584.6432	2275.6213	2239.0618	1.4129753625296	Pg5;PGA5;	1	Solid_Tissue_Normal,1000-<2000;
30421	ENSG00000169605	2	TCGA-ESCA_avg_Primary_Tumor	161	9.3137674	TCGA-ESCA	Primary_Tumor	161	30421	0.0	8.6000003E-3	0.0383	0.2334	1080.6262	9.3137674	0.22480001	85.86322	9.2189568745296	AMP18;BRICD1;CA11;FOV;foveolin;GKN1;	1	Solid_Tissue_Normal,3000-<4000;	TCGA-ESCA_avg_Solid_Tissue_Normal	11	3000-<4000	TCGA-ESCA	Solid_Tissue_Normal	11	30421	0.0	9.1449998E-2	2171.1755	4618.105	13226.114	3249.5972	4618.0132	4317.0713	1.3284942823067	AMP18;BRICD1;CA11;FOV;foveolin;GKN1;	1	Solid_Tissue_Normal,3000-<4000;
