gene_id	ENSGID	count_samples_type	ID	count_samples	range	project_id	sample_type	sample_count	gene_id	min	q1	q2	q3	max	avg	q3-q1	SD	CV	gene_symbol	times	Sampletype	ID	count_samples	range	project_id	sample_type	sample_count	gene_id	min	q1	q2	q3	max	avg	q3-q1	SD	CV	gene_symbol	times	Sampletype	
50468	ENSG00000211895	2	TCGA-READ_avg_Primary_Tumor	166	1000-<2000	TCGA-READ	Primary_Tumor	166	50468	0.61150002	139.27527	465.2265	1181.9756	13114.814	1130.8499	1042.7003	1971.074	1.743002320644	IGHA1;	2	Primary_Tumor,1000-<2000;Solid_Tissue_Normal,4000-<5000;	TCGA-READ_avg_Solid_Tissue_Normal	10	4237.5474	TCGA-READ	Solid_Tissue_Normal	10	50468	1879.5697	3095.666	3907.1294	4993.7046	8221.5156	4237.5474	1898.0383	2004.5854	0.47305320997707	IGHA1;	2	Primary_Tumor,1000-<2000;Solid_Tissue_Normal,4000-<5000;
49113	ENSG00000211592	2	TCGA-READ_avg_Primary_Tumor	166	415.98566	TCGA-READ	Primary_Tumor	166	49113	3.5704	82.463272	199.6888	458.19531	5137.811	415.98566	375.73203	701.17651	1.6855785605687	IGKC;	1	Solid_Tissue_Normal,1000-<2000;	TCGA-READ_avg_Solid_Tissue_Normal	10	1000-<2000	TCGA-READ	Solid_Tissue_Normal	10	49113	619.12848	992.4303	1205.4934	1426.4418	2348.5039	1342.3849	434.01154	580.61371	0.43252401751539	IGKC;	1	Solid_Tissue_Normal,1000-<2000;
33216	ENSG00000211890	2	TCGA-READ_avg_Primary_Tumor	166	617.20172	TCGA-READ	Primary_Tumor	166	33216	0.4233	43.471275	186.77075	511.70901	8020.7842	617.20172	468.23773	1234.5237	2.0001948471563	IGHA2;	1	Solid_Tissue_Normal,3000-<4000;	TCGA-READ_avg_Solid_Tissue_Normal	10	3000-<4000	TCGA-READ	Solid_Tissue_Normal	10	33216	1170.2039	1785.7906	3260.9919	3982.4343	6523.1025	3205.8442	2196.6436	1661.0092	0.51811912756085	IGHA2;	1	Solid_Tissue_Normal,3000-<4000;
29139	ENSG00000248527	2	TCGA-CHOL_avg_Primary_Tumor	36	664.784	TCGA-CHOL	Primary_Tumor	36	29139	296.18839	456.51324	571.68115	780.289	2023.7871	664.784	323.77573	343.03162	0.51600462706684	MTATP6P1;	1	Solid_Tissue_Normal,1000-<2000;	TCGA-CHOL_avg_Solid_Tissue_Normal	9	1000-<2000	TCGA-CHOL	Solid_Tissue_Normal	9	29139	869.7077	1034.6078	1421.95	1595.7188	1778.5383	1327.2172	561.11102	330.23328	0.24881630527392	MTATP6P1;	1	Solid_Tissue_Normal,1000-<2000;
29139	ENSG00000248527	2	TCGA-KICH_avg_Primary_Tumor	65	2000-<3000	TCGA-KICH	Primary_Tumor	65	29139	26.0056	1726.6906	2577.5706	3218.813	6171.7466	2659.0576	1492.1224	1316.705	0.49517731394762	MTATP6P1;	1	Primary_Tumor,2000-<3000;	TCGA-KICH_avg_Solid_Tissue_Normal	24	796.81696	TCGA-KICH	Solid_Tissue_Normal	24	29139	211.7036	519.18146	690.26642	1040.0404	1625.0189	796.81696	520.85895	413.34943	0.51875079315581	MTATP6P1;	1	Primary_Tumor,2000-<3000;
29139	ENSG00000248527	2	TCGA-STAD_avg_Primary_Tumor	375	1000-<2000	TCGA-STAD	Primary_Tumor	375	29139	34.391399	912.03613	1427.2906	2011.965	5837.9561	1610.3763	1099.9288	947.76776	0.58853807026345	MTATP6P1;	2	Primary_Tumor,1000-<2000;Solid_Tissue_Normal,1000-<2000;	TCGA-STAD_avg_Solid_Tissue_Normal	32	1612.6782	TCGA-STAD	Solid_Tissue_Normal	32	29139	20.6637	857.6806	1629.9796	2200.1194	3109.2144	1612.6782	1342.4388	814.87592	0.50529356693728	MTATP6P1;	2	Primary_Tumor,1000-<2000;Solid_Tissue_Normal,1000-<2000;
49113	ENSG00000211592	2	TCGA-STAD_avg_Primary_Tumor	375	1000-<2000	TCGA-STAD	Primary_Tumor	375	49113	2.066	208.8358	570.48077	1880.0643	14011.003	1337.7701	1671.2285	1769.3876	1.3226395178065	IGKC;	2	Primary_Tumor,1000-<2000;Solid_Tissue_Normal,4000-<5000;	TCGA-STAD_avg_Solid_Tissue_Normal	32	4685.3525	TCGA-STAD	Solid_Tissue_Normal	32	49113	0.90460002	25.158125	1517.4529	7270.4761	22152.844	4685.3525	7245.3184	5885.6201	1.2561744500547	IGKC;	2	Primary_Tumor,1000-<2000;Solid_Tissue_Normal,4000-<5000;
50468	ENSG00000211895	2	TCGA-STAD_avg_Primary_Tumor	375	1000-<2000	TCGA-STAD	Primary_Tumor	375	50468	1.0364	154.285	518.08942	1892.8486	39076.547	1937.1779	1738.5636	4133.4136	2.1337294834925	IGHA1;	2	Primary_Tumor,1000-<2000;Solid_Tissue_Normal,>10000;	TCGA-STAD_avg_Solid_Tissue_Normal	32	16196.964	TCGA-STAD	Solid_Tissue_Normal	32	50468	1.2079999	64.096298	5789.9595	29247.152	68162.25	16196.964	29183.057	19725.973	1.2178808942219	IGHA1;	2	Primary_Tumor,1000-<2000;Solid_Tissue_Normal,>10000;
761	ENSG00000211679	2	TCGA-STAD_avg_Primary_Tumor	375	351.63113	TCGA-STAD	Primary_Tumor	375	761	0.40689999	31.329201	105.351	329.19586	7256.4263	351.63113	297.86664	687.79004	1.9559987194535	IGLC3;	1	Solid_Tissue_Normal,1000-<2000;	TCGA-STAD_avg_Solid_Tissue_Normal	32	1000-<2000	TCGA-STAD	Solid_Tissue_Normal	32	761	0.64609998	11.023025	265.99271	2663.5415	6291.2432	1618.5177	2652.5183	2106.4993	1.3014990815361	IGLC3;	1	Solid_Tissue_Normal,1000-<2000;
2578	ENSG00000211666	2	TCGA-STAD_avg_Primary_Tumor	375	267.17358	TCGA-STAD	Primary_Tumor	375	2578	0.30199999	25.669001	81.4636	261.9281	6794.4175	267.17358	236.25909	576.49664	2.1577606588196	IGLV2-14;	1	Solid_Tissue_Normal,1000-<2000;	TCGA-STAD_avg_Solid_Tissue_Normal	32	1000-<2000	TCGA-STAD	Solid_Tissue_Normal	32	2578	0.32179999	3.2946501	344.04819	2508.9758	6780.4067	1453.4559	2505.6814	1829.7733	1.2589121555047	IGLV2-14;	1	Solid_Tissue_Normal,1000-<2000;
3285	ENSG00000239951	2	TCGA-STAD_avg_Primary_Tumor	375	500.88388	TCGA-STAD	Primary_Tumor	375	3285	0.76230001	58.832951	167.40581	556.42767	12365.438	500.88388	497.5947	939.76508	1.8762134648853	IGKV3-20;	1	Solid_Tissue_Normal,1000-<2000;	TCGA-STAD_avg_Solid_Tissue_Normal	32	1000-<2000	TCGA-STAD	Solid_Tissue_Normal	32	3285	0.61489999	6.5781999	401.88794	2769.958	6042.8145	1512.4681	2763.3799	1791.9285	1.1847711036021	IGKV3-20;	1	Solid_Tissue_Normal,1000-<2000;
7613	ENSG00000211598	2	TCGA-STAD_avg_Primary_Tumor	375	385.90439	TCGA-STAD	Primary_Tumor	375	7613	0.1893	40.819149	141.8582	441.03369	7308.1021	385.90439	400.21454	682.37677	1.7682534526233	IGKV4-1;	1	Solid_Tissue_Normal,1000-<2000;	TCGA-STAD_avg_Solid_Tissue_Normal	32	1000-<2000	TCGA-STAD	Solid_Tissue_Normal	32	7613	0.36989999	4.3579001	533.37231	1867.3873	5470.7896	1272.7655	1863.0294	1620.6959	1.273365674981	IGKV4-1;	1	Solid_Tissue_Normal,1000-<2000;
46754	ENSG00000243466	2	TCGA-STAD_avg_Primary_Tumor	375	272.7673	TCGA-STAD	Primary_Tumor	375	46754	0.26750001	30.1264	99.674301	346.15506	2422.8628	272.7673	316.02866	401.34543	1.4713839598808	IGKV1-5;	1	Solid_Tissue_Normal,1000-<2000;	TCGA-STAD_avg_Solid_Tissue_Normal	32	1000-<2000	TCGA-STAD	Solid_Tissue_Normal	32	46754	0.40799999	4.3464251	338.9342	1691.7719	6468.6426	1130.7554	1687.4254	1530.5922	1.3536014950713	IGKV1-5;	1	Solid_Tissue_Normal,1000-<2000;
17411	ENSG00000211899	2	TCGA-STAD_avg_Primary_Tumor	375	266.31799	TCGA-STAD	Primary_Tumor	375	17411	0.1953	21.0945	74.821701	259.15829	3699.0889	266.31799	238.0638	502.41434	1.8865204712607	IGHM;	1	Solid_Tissue_Normal,2000-<3000;	TCGA-STAD_avg_Solid_Tissue_Normal	32	2000-<3000	TCGA-STAD	Solid_Tissue_Normal	32	17411	1.0776	4.0778751	499.39285	2225.8989	17663.164	2349.7695	2221.821	4175.6504	1.7770468124639	IGHM;	1	Solid_Tissue_Normal,2000-<3000;
27369	ENSG00000211677	2	TCGA-STAD_avg_Primary_Tumor	375	643.04962	TCGA-STAD	Primary_Tumor	375	27369	4.0510998	107.9397	264.26389	814.46405	7326.7603	643.04962	706.52435	885.93103	1.377702439199	IGLC2;	1	Solid_Tissue_Normal,2000-<3000;	TCGA-STAD_avg_Solid_Tissue_Normal	32	2000-<3000	TCGA-STAD	Solid_Tissue_Normal	32	27369	1.2923	15.3017	502.08109	4463.0625	12395.336	2840.6658	4447.7607	3684.915	1.2972011702327	IGLC2;	1	Solid_Tissue_Normal,2000-<3000;
33216	ENSG00000211890	2	TCGA-STAD_avg_Primary_Tumor	375	390.68826	TCGA-STAD	Primary_Tumor	375	33216	0.2309	22.4526	90.386002	346.31351	8660.8359	390.68826	323.8609	892.89551	2.2854423882612	IGHA2;	1	Solid_Tissue_Normal,2000-<3000;	TCGA-STAD_avg_Solid_Tissue_Normal	32	2000-<3000	TCGA-STAD	Solid_Tissue_Normal	32	33216	0.26010001	14.195325	1108.7455	4355.1089	13347.718	2671.3972	4340.9136	3449.2346	1.2911724995444	IGHA2;	1	Solid_Tissue_Normal,2000-<3000;
29139	ENSG00000248527	2	TCGA-ESCA_avg_Primary_Tumor	161	1000-<2000	TCGA-ESCA	Primary_Tumor	161	29139	291.42871	655.86139	954.07172	1331.2174	5617.8623	1115.452	675.35602	693.49243	0.6217142736756	MTATP6P1;	2	Primary_Tumor,1000-<2000;Solid_Tissue_Normal,1000-<2000;	TCGA-ESCA_avg_Solid_Tissue_Normal	11	1999.6436	TCGA-ESCA	Solid_Tissue_Normal	11	29139	366.81149	1104.9659	1692.5282	2430.7671	4820.5576	1999.6436	1325.8011	1337.1678	0.66870306288581	MTATP6P1;	2	Primary_Tumor,1000-<2000;Solid_Tissue_Normal,1000-<2000;
50468	ENSG00000211895	2	TCGA-ESCA_avg_Primary_Tumor	161	956.82739	TCGA-ESCA	Primary_Tumor	161	50468	1.308	36.196301	170.91479	793.11133	25064.77	956.82739	756.91498	2653.3911	2.773113654282	IGHA1;	1	Solid_Tissue_Normal,2000-<3000;	TCGA-ESCA_avg_Solid_Tissue_Normal	11	2000-<3000	TCGA-ESCA	Solid_Tissue_Normal	11	50468	2.7030001	193.38635	740.08557	4199.6792	6100.2778	2062.8196	4006.293	2424.6838	1.1754221261035	IGHA1;	1	Solid_Tissue_Normal,2000-<3000;
29139	ENSG00000248527	2	TCGA-KIRP_avg_Primary_Tumor	288	1000-<2000	TCGA-KIRP	Primary_Tumor	288	29139	4.2810998	705.23157	1293.5311	1949.8652	6085.1357	1517.8339	1244.6337	1087.0435	0.71618080212861	MTATP6P1;	2	Primary_Tumor,1000-<2000;Solid_Tissue_Normal,1000-<2000;	TCGA-KIRP_avg_Solid_Tissue_Normal	32	1538.7111	TCGA-KIRP	Solid_Tissue_Normal	32	29139	462.3822	1106.4983	1489.7806	1807.801	3075.5825	1538.7111	701.3028	608.49017	0.39545446185447	MTATP6P1;	2	Primary_Tumor,1000-<2000;Solid_Tissue_Normal,1000-<2000;
33216	ENSG00000211890	2	TCGA-COAD_avg_Primary_Tumor	478	500-<600	TCGA-COAD	Primary_Tumor	478	33216	0.13510001	21.708925	127.06725	603.47845	14075.269	562.8808	581.76947	1114.3726	1.9797665864602	IGHA2;	1	Primary_Tumor,500-<600;	TCGA-COAD_avg_Solid_Tissue_Normal	41	6606.4292	TCGA-COAD	Solid_Tissue_Normal	41	33216	236.5247	2746.1667	5658.3994	8175.4453	20791.801	6606.4292	5429.2788	4819.7568	0.72955550632405	IGHA2;	1	Primary_Tumor,500-<600;
29139	ENSG00000248527	2	TCGA-COAD_avg_Primary_Tumor	478	800-<900	TCGA-COAD	Primary_Tumor	478	29139	4.7542	425.53885	714.28717	1077.7639	8938.8164	863.60999	652.2251	732.47247	0.84815191866875	MTATP6P1;	2	Primary_Tumor,800-<900;Solid_Tissue_Normal,700-<800;	TCGA-COAD_avg_Solid_Tissue_Normal	41	741.96472	TCGA-COAD	Solid_Tissue_Normal	41	29139	3.7358999	601.1778	684.26593	898.76508	1968.8289	741.96472	297.58731	352.20172	0.47468796090466	MTATP6P1;	2	Primary_Tumor,800-<900;Solid_Tissue_Normal,700-<800;
761	ENSG00000211679	2	TCGA-COAD_avg_Primary_Tumor	478	162.52693	TCGA-COAD	Primary_Tumor	478	761	0.1874	20.098225	70.139648	188.71663	2862.2668	162.52693	168.61839	268.7139	1.6533500017505	IGLC3;	1	Solid_Tissue_Normal,500-<600;	TCGA-COAD_avg_Solid_Tissue_Normal	41	500-<600	TCGA-COAD	Solid_Tissue_Normal	41	761	46.514099	231.162	427.60071	679.34167	1837.0522	571.68036	448.17969	492.28458	0.86111858031995	IGLC3;	1	Solid_Tissue_Normal,500-<600;
7613	ENSG00000211598	2	TCGA-COAD_avg_Primary_Tumor	478	173.59819	TCGA-COAD	Primary_Tumor	478	7613	7.9300001E-2	19.639774	70.047302	211.50928	3703.3491	173.59819	191.86951	299.2782	1.7239707395567	IGKV4-1;	1	Solid_Tissue_Normal,600-<700;	TCGA-COAD_avg_Solid_Tissue_Normal	41	600-<700	TCGA-COAD	Solid_Tissue_Normal	41	7613	21.173401	374.0069	634.31042	780.46002	1761.4556	637.02301	406.45309	379.87848	0.59633400055675	IGKV4-1;	1	Solid_Tissue_Normal,600-<700;
27369	ENSG00000211677	2	TCGA-COAD_avg_Primary_Tumor	478	293.95413	TCGA-COAD	Primary_Tumor	478	27369	0.20810001	43.540649	145.65025	387.75714	3397.3704	293.95413	344.21649	423.73184	1.4414896637105	IGLC2;	1	Solid_Tissue_Normal,700-<800;	TCGA-COAD_avg_Solid_Tissue_Normal	41	700-<800	TCGA-COAD	Solid_Tissue_Normal	41	27369	43.937401	557.44342	697.13672	1025.226	1839.4465	769.99731	467.78259	423.62134	0.55015950640139	IGLC2;	1	Solid_Tissue_Normal,700-<800;
3285	ENSG00000239951	2	TCGA-COAD_avg_Primary_Tumor	478	181.88382	TCGA-COAD	Primary_Tumor	478	3285	0.1727	23.768625	96.953796	222.49675	2743.2717	181.88382	198.72812	271.48135	1.4926085783771	IGKV3-20;	1	Solid_Tissue_Normal,800-<900;	TCGA-COAD_avg_Solid_Tissue_Normal	41	800-<900	TCGA-COAD	Solid_Tissue_Normal	41	3285	32.531898	480.28229	833.19238	1155.9854	2230.8374	836.28528	675.70312	487.58478	0.58303642508212	IGKV3-20;	1	Solid_Tissue_Normal,800-<900;
49113	ENSG00000211592	2	TCGA-THYM_avg_Primary_Tumor	119	500-<600	TCGA-THYM	Primary_Tumor	119	49113	0.1286	25.146351	101.9822	354.48721	16852.268	567.099	329.34085	1887.9794	3.3291883780433	IGKC;	2	Primary_Tumor,500-<600;Solid_Tissue_Normal,700-<800;	TCGA-THYM_avg_Solid_Tissue_Normal	2	771.90747	TCGA-THYM	Solid_Tissue_Normal	2	49113	439.27969	605.59363	771.90747	938.22137	1104.5353	771.90747	332.62781	470.40674	0.60940819759135	IGKC;	2	Primary_Tumor,500-<600;Solid_Tissue_Normal,700-<800;
29479	ENSG00000211772	2	TCGA-THYM_avg_Primary_Tumor	119	600-<700	TCGA-THYM	Primary_Tumor	119	29479	2.2667999	111.3534	540.28729	1127.0507	2472.9568	682.63733	1015.6972	639.13666	0.93627557695973	TRBC2;	2	Primary_Tumor,600-<700;Solid_Tissue_Normal,700-<800;	TCGA-THYM_avg_Solid_Tissue_Normal	2	718.73804	TCGA-THYM	Solid_Tissue_Normal	2	29479	215.7198	467.22891	718.73804	970.24719	1221.7563	718.73804	503.01825	711.37524	0.98975593388657	TRBC2;	2	Primary_Tumor,600-<700;Solid_Tissue_Normal,700-<800;
361	ENSG00000227097	2	TCGA-THYM_avg_Primary_Tumor	119	900-<1000	TCGA-THYM	Primary_Tumor	119	361	3.4282	310.26361	547.58759	967.56305	10710.407	911.66351	657.29944	1341.032	1.4709725521426	RPS28P7;	1	Primary_Tumor,900-<1000;	TCGA-THYM_avg_Solid_Tissue_Normal	2	464.90375	TCGA-THYM	Solid_Tissue_Normal	2	361	255.9856	360.44467	464.90375	569.36285	673.8219	464.90375	208.91815	295.4549	0.63551842720133	RPS28P7;	1	Primary_Tumor,900-<1000;
28370	ENSG00000211893	2	TCGA-THYM_avg_Primary_Tumor	119	220.9118	TCGA-THYM	Primary_Tumor	119	28370	0.0166	8.4686499	33.302101	129.71385	7969.0625	220.9118	121.2452	787.21002	3.5634584481227	IGHG2;	1	Solid_Tissue_Normal,500-<600;	TCGA-THYM_avg_Solid_Tissue_Normal	2	500-<600	TCGA-THYM	Solid_Tissue_Normal	2	28370	138.2713	344.75571	551.24011	757.72449	964.20892	551.24011	412.96881	584.02606	1.0594767133328	IGHG2;	1	Solid_Tissue_Normal,500-<600;
33792	ENSG00000211896	2	TCGA-THYM_avg_Primary_Tumor	119	456.49179	TCGA-THYM	Primary_Tumor	119	33792	9.7800002E-2	16.293949	67.0149	220.01515	14125.068	456.49179	203.72121	1551.3568	3.3984330802532	IGHG1;	1	Solid_Tissue_Normal,800-<900;	TCGA-THYM_avg_Solid_Tissue_Normal	2	800-<900	TCGA-THYM	Solid_Tissue_Normal	2	33792	717.33661	805.40466	893.47272	981.54077	1069.6088	893.47272	176.13609	249.09406	0.27879313427723	IGHG1;	1	Solid_Tissue_Normal,800-<900;
50468	ENSG00000211895	2	TCGA-THYM_avg_Primary_Tumor	119	490.31836	TCGA-THYM	Primary_Tumor	119	50468	0.1246	40.642052	141.528	464.62045	5851.6787	490.31836	423.97839	938.00555	1.9130541022368	IGHA1;	1	Solid_Tissue_Normal,900-<1000;	TCGA-THYM_avg_Solid_Tissue_Normal	2	900-<1000	TCGA-THYM	Solid_Tissue_Normal	2	50468	251.97411	598.48553	944.99695	1291.5084	1638.0198	944.99695	693.02283	980.08234	1.0371275166549	IGHA1;	1	Solid_Tissue_Normal,900-<1000;
49113	ENSG00000211592	2	TCGA-UCEC_avg_Primary_Tumor	551	500-<600	TCGA-UCEC	Primary_Tumor	551	49113	0.2168	15.3726	84.120499	316.99341	45664.691	564.18463	301.62079	2445.0698	4.3338114333246	IGKC;	1	Primary_Tumor,500-<600;	TCGA-UCEC_avg_Solid_Tissue_Normal	35	91.245148	TCGA-UCEC	Solid_Tissue_Normal	35	49113	3.9860001	22.446251	40.439499	87.078453	633.91272	91.245148	64.632202	145.62808	1.5960090283376	IGKC;	1	Primary_Tumor,500-<600;
50468	ENSG00000211895	2	TCGA-UCEC_avg_Primary_Tumor	551	900-<1000	TCGA-UCEC	Primary_Tumor	551	50468	0.46740001	33.177299	170.9079	654.61115	40771.465	954.87982	621.43384	3172.8652	3.3227900868195	IGHA1;	1	Primary_Tumor,900-<1000;	TCGA-UCEC_avg_Solid_Tissue_Normal	35	106.02911	TCGA-UCEC	Solid_Tissue_Normal	35	50468	3.6784	19.7383	62.8074	106.40715	647.76947	106.02911	86.668854	133.80574	1.2619717358752	IGHA1;	1	Primary_Tumor,900-<1000;
29139	ENSG00000248527	2	TCGA-UCEC_avg_Primary_Tumor	551	1120.0754	TCGA-UCEC	Primary_Tumor	551	29139	3.3885	499.70175	840.13171	1365.2415	7450.1948	1120.0754	865.53967	997.95392	0.89097030432058	MTATP6P1;	1	Solid_Tissue_Normal,900-<1000;	TCGA-UCEC_avg_Solid_Tissue_Normal	35	900-<1000	TCGA-UCEC	Solid_Tissue_Normal	35	29139	384.0062	665.13599	802.20398	1048.7162	2570.9456	904.7522	383.58014	431.62717	0.47706672611573	MTATP6P1;	1	Solid_Tissue_Normal,900-<1000;
49113	ENSG00000211592	2	TCGA-PAAD_avg_Primary_Tumor	177	500-<600	TCGA-PAAD	Primary_Tumor	177	49113	3.7900001E-2	78.312202	236.0191	582.60492	3566.1284	540.14423	504.29269	776.70038	1.4379499712512	IGKC;	1	Primary_Tumor,500-<600;	TCGA-PAAD_avg_Solid_Tissue_Normal	4	270.5452	TCGA-PAAD	Solid_Tissue_Normal	4	49113	141.95219	168.09743	193.3085	295.75629	553.61157	270.5452	127.65885	190.73367	0.70499742741693	IGKC;	1	Primary_Tumor,500-<600;
29139	ENSG00000248527	2	TCGA-PAAD_avg_Primary_Tumor	177	600-<700	TCGA-PAAD	Primary_Tumor	177	29139	8.2119999	445.31631	573.47058	803.46887	1689.795	635.81396	358.15259	316.99765	0.49856981749819	MTATP6P1;	2	Primary_Tumor,600-<700;Solid_Tissue_Normal,800-<900;	TCGA-PAAD_avg_Solid_Tissue_Normal	4	812.38953	TCGA-PAAD	Solid_Tissue_Normal	4	29139	725.92493	781.40869	801.6427	832.62347	920.34772	812.38953	51.214802	80.349525	0.098905170528232	MTATP6P1;	2	Primary_Tumor,600-<700;Solid_Tissue_Normal,800-<900;
